Section ID & Heading,Primary Unit Text,Abdullah,NotebookLM
7.8 Supplier,"The supplier may often be the manufacturer, but may also be a distributor or repackager.",0,0
7.8 Supplier (Table 16 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
7.8 Supplier (Table 16 - Row 2),name | String | Optional | The name of the organization,1,1
7.8 Supplier (Table 16 - Row 3),address | Object | Optional | The physical address (location) of the organization,1,1
7.8 Supplier (Table 16 - Row 4),url | Array | Optional | The URL of the organization. Multiple URLs are allowed.,1,1
7.8 Supplier (Table 16 - Row 5),contact | Array | Optional | A contact at the organization. Multiple contacts are allowed.,1,1
7.8.1 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
7.8.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
7.8.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
7.8.2 Organization Name,The name of the organization,0,0
7.8.2 Organization Name,(Example bullet) Example Inc.,0,0
7.8.3 Organization Address,The physical address (location) of the organization,0,0
7.8.3 Organization Address (Table 17 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the address elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
7.8.3 Organization Address (Table 17 - Row 2),country | String | Optional | The country name or the two-letter ISO 3166-1 country code.,1,1
7.8.3 Organization Address (Table 17 - Row 3),region | String | Optional | The region or state in the country.,1,1
7.8.3 Organization Address (Table 17 - Row 4),locality | String | Optional | The locality or city within the country.,1,1
7.8.3 Organization Address (Table 17 - Row 5),postOfficeBoxNumber | String | Optional | The post office box number.,1,1
7.8.3 Organization Address (Table 17 - Row 6),postalCode | String | Optional | The postal code.,1,1
7.8.3 Organization Address (Table 17 - Row 7),streetAddress | String | Optional | The street address.,1,1
7.8.3.1 BOM Reference,An optional identifier which can be used to reference the address elsewhere in the BOM.,0,0
7.8.3.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
7.8.3.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
7.8.3.2 Country,The country name or the two-letter ISO 3166-1 country code.,0,0
7.8.3.3 Region,The region or state in the country.,0,0
7.8.3.3 Region,(Example bullet) Texas,0,0
7.8.3.4 Locality,The locality or city within the country.,0,0
7.8.3.4 Locality,(Example bullet) Austin,0,0
7.8.3.5 Post Office Box Number,The post office box number.,0,0
7.8.3.5 Post Office Box Number,(Example bullet) 901,0,0
7.8.3.6 Postal Code,The postal code.,0,0
7.8.3.6 Postal Code,(Example bullet) 78758,0,0
7.8.3.7 Street Address,The street address.,0,0
7.8.3.7 Street Address,(Example bullet) 100 Main Street,0,0
7.8.4 Organization URL(s),The URL of the organization.,0,0
7.8.4 Organization URL(s),Multiple URLs are allowed.,0,0
7.8.4 Organization URL(s),Each item of this array must be a string.,1,1
7.8.4 Organization URL(s),(Example bullet) https://example.com,0,0
7.8.5 Organizational Contact,A contact at the organization.,0,0
7.8.5 Organizational Contact,Multiple contacts are allowed.,0,0
7.8.5 Organizational Contact,Each item of this array must be an Organizational Contact object.,1,1
7.8.5.1 Organizational Contact (Table 18 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
7.8.5.1 Organizational Contact (Table 18 - Row 2),name | String | Optional | The name of a contact,1,1
7.8.5.1 Organizational Contact (Table 18 - Row 3),email | String | Optional | The email address of the contact.,1,1
7.8.5.1 Organizational Contact (Table 18 - Row 4),phone | String | Optional | The phone number of the contact.,1,1
7.8.5.1.1 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
7.8.5.1.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
7.8.5.1.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
7.8.5.1.2 Name,The name of a contact,0,0
7.8.5.1.2 Name,(Example bullet) Contact name,0,0
7.8.5.1.3 Email Address,The email address of the contact.,0,0
7.8.5.1.3 Email Address,(Example bullet) firstname.lastname@example.com,0,0
7.8.5.1.4 Phone,The phone number of the contact.,0,0
7.8.5.1.4 Phone,(Example bullet) 800-555-1212,0,0
7.9 BOM Licence(s),The licence information for the BOM document.,0,0
7.9 BOM Licence(s),This may be different from the licence(s) of the component(s) that the BOM describes.,0,0
7.9 BOM Licence(s),Refer to the license definition at /components/[]/licenses,0,0
7.10 Properties,Provides the ability to document properties in a name-value store.,0,0
7.10 Properties,This provides flexibility to include data not officially supported in the standard without having to use additional namespaces or create extensions.,0,0
7.10 Properties,"Unlike key-value stores, properties support duplicate names, each potentially having different values.",0,0
7.10 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,0,0
7.10 Properties,Formal registration is optional.,0,0
7.10 Properties,Each item of this array must be a Lightweight name-value pair object.,1,1
7.10.1 Lightweight name-value pair,Provides the ability to document properties in a name-value store.,0,0
7.10.1 Lightweight name-value pair,This provides flexibility to include data not officially supported in the standard without having to use additional namespaces or create extensions.,0,0
7.10.1 Lightweight name-value pair,"Unlike key-value stores, properties support duplicate names, each potentially having different values.",0,0
7.10.1 Lightweight name-value pair,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,0,0
7.10.1 Lightweight name-value pair,Formal registration is optional.,0,0
7.10.1 Lightweight name-value pair (Table 19 - Row 1),"name | String | Required | The name of the property. Duplicate names are allowed, each potentially having a different value.",1,1
7.10.1 Lightweight name-value pair (Table 19 - Row 2),value | String | Optional | The value of the property.,1,1
7.10.1.1 Name,The name of the property.,0,0
7.10.1.1 Name,"Duplicate names are allowed, each potentially having a different value.",0,0
7.10.1.2 Value,The value of the property.,0,0
8 Components,A list of software and hardware components.,0,0
8 Components,Each item of this array must be a Component object.,1,1
8.1 Component (Table 20 - Row 1),"type | String | Required | Specifies the type of component. For software components, classify as application if no more specific appropriate classification is available or cannot be determined for the component.",1,1
8.1 Component (Table 20 - Row 2),"mime-type | String | Optional | The optional mime-type of the component. When used on file components, the mime-type can provide additional context about the kind of file being represented, such as an image, font, or executable. Some library or framework components may also have an associated mime-type.",1,1
8.1 Component (Table 20 - Row 3),bom-ref | String | Optional | An optional identifier which can be used to reference the component elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1 Component (Table 20 - Row 4),"supplier | Object | Optional | The organization that supplied the component. The supplier may often be the manufacturer, but may also be a distributor or repackager.",1,1
8.1 Component (Table 20 - Row 5),manufacturer | Object | Optional | The organization that created the component. Manufacturer is common in components created through automated processes. Components created through manual means may have @.authors instead.,1,1
8.1 Component (Table 20 - Row 6),authors | Array | Optional | The person(s) who created the component. Authors are common in components created through manual processes. Components created through automated means may have @.manufacturer instead.,1,1
8.1 Component (Table 20 - Row 7),author | String | Optional | [Deprecated] This will be removed in a future version. Use @.authors or @.manufacturer instead. The person(s) or organization(s) that authored the component,1,1
8.1 Component (Table 20 - Row 8),publisher | String | Optional | The person(s) or organization(s) that published the component,1,1
8.1 Component (Table 20 - Row 9),"group | String | Optional | The grouping name or identifier. This will often be a shortened, single name of the company or project that produced the component, or the source package or domain name. Whitespace and special characters should be avoided. Examples include: apache, org.apache.commons, and apache.org.",1,1
8.1 Component (Table 20 - Row 10),"name | String | Required | The name of the component. This will often be a shortened, single name of the component. Examples: commons-lang3 and jquery",1,1
8.1 Component (Table 20 - Row 11),version | String | Optional | The component version. The version should ideally comply with semantic versioning but is not enforced.,1,1
8.1 Component (Table 20 - Row 12),description | String | Optional | Specifies a description for the component,1,1
8.1 Component (Table 20 - Row 13),"scope | String | Optional | Specifies the scope of the component. If scope is not specified, 'required' scope SHOULD be assumed by the consumer of the BOM.",1,1
8.1 Component (Table 20 - Row 14),hashes | Array | Optional | The hashes of the component.,1,1
8.1 Component (Table 20 - Row 15),licenses | Array | Optional | EITHER (list of SPDX licenses and/or named licenses) OR (tuple of one SPDX License Expression),1,1
8.1 Component (Table 20 - Row 16),copyright | String | Optional | A copyright notice informing users of the underlying claims to copyright ownership in a published work.,1,1
8.1 Component (Table 20 - Row 17),cpe | String | Optional | Asserts the identity of the component using CPE. The CPE must conform to the CPE 2.2 or 2.3 specification. See https://nvd.nist.gov/products/cpe. Refer to @.evidence.identity to optionally provide evidence that substantiates the assertion of the component's identity.,1,1
8.1 Component (Table 20 - Row 18),"purl | String | Optional | Asserts the identity of the component using package-url (purl). The purl, if specified, must be valid and conform to the specification defined at: https://github.com/package-url/purl-spec. Refer to @.evidence.identity to optionally provide evidence that substantiates the assertion of the component's identity.",1,1
8.1 Component (Table 20 - Row 19),"omniborId | Array | Optional | Asserts the identity of the component using the OmniBOR Artifact ID. The OmniBOR, if specified, must be valid and conform to the specification defined at: https://www.iana.org/assignments/uri-schemes/prov/gitoid. Refer to @.evidence.identity to optionally provide evidence that substantiates the assertion of the component's identity.",1,1
8.1 Component (Table 20 - Row 20),"swhid | Array | Optional | Asserts the identity of the component using the Software Heritage persistent identifier (SWHID). The SWHID, if specified, must be valid and conform to the specification defined at: https://docs.softwareheritage.org/devel/swh-model/persistent-identifiers.html. Refer to @.evidence.identity to optionally provide evidence that substantiates the assertion of the component's identity.",1,1
8.1 Component (Table 20 - Row 21),swid | Object | Optional | Asserts the identity of the component using ISO-IEC 19770-2 Software Identification (SWID) Tags. Refer to @.evidence.identity to optionally provide evidence that substantiates the assertion of the component's identity.,1,1
8.1 Component (Table 20 - Row 22),modified | Boolean | Optional | [Deprecated] This will be removed in a future version. Use the pedigree element instead to supply information on exactly how the component was modified. A boolean value indicating if the component has been modified from the original. A value of true indicates the component is a derivative of the original. A value of false indicates the component has not been modified from the original.,1,1
8.1 Component (Table 20 - Row 23),"pedigree | Object | Optional | Component pedigree is a way to document complex supply chain scenarios where components are created, distributed, modified, redistributed, combined with other components, etc. Pedigree supports viewing this complex chain from the beginning, the end, or anywhere in the middle. It also provides a way to document variants where the exact relation may not be known.",1,1
8.1 Component (Table 20 - Row 24),"externalReferences | Array | Optional | External references provide a way to document systems, sites, and information that may be relevant but are not included with the BOM. They may also establish specific relationships within or external to the BOM.",1,1
8.1 Component (Table 20 - Row 25),"components | Array | Optional | A list of software and hardware components included in the parent component. This is not a dependency tree. It provides a way to specify a hierarchical representation of component assemblies, similar to system → subsystem → parts assembly in physical supply chains.",1,1
8.1 Component (Table 20 - Row 26),evidence | Object | Optional | Provides the ability to document evidence collected through various forms of extraction or analysis.,1,1
8.1 Component (Table 20 - Row 27),releaseNotes | Object | Optional | Specifies optional release notes.,1,1
8.1 Component (Table 20 - Row 28),"modelCard | Object | Optional | A model card describes the intended uses of a machine learning model and potential limitations, including biases and ethical considerations. Model cards typically contain the training parameters, which datasets were used to train the model, performance metrics, and other relevant data useful for ML transparency. This object SHOULD be specified for any component of type machine-learning-model and must not be specified for other component types.",1,1
8.1 Component (Table 20 - Row 29),data | Array | Optional | This object SHOULD be specified for any component of type data and must not be specified for other component types.,1,1
8.1 Component (Table 20 - Row 30),"cryptoProperties | Object | Optional | Cryptographic assets have properties that uniquely define them and that make them actionable for further reasoning. As an example, it makes a difference if one knows the algorithm family (e.g. AES) or the specific variant or instantiation (e.g. AES-128-GCM). This is because the security level and the algorithm primitive (authenticated encryption) are only defined by the definition of the algorithm variant. The presence of a weak cryptographic algorithm like SHA1 vs. HMAC-SHA1 also makes a difference.",1,1
8.1 Component (Table 20 - Row 31),"properties | Array | Optional | Provides the ability to document properties in a name-value store. This provides flexibility to include data not officially supported in the standard without having to use additional namespaces or create extensions. Unlike key-value stores, properties support duplicate names, each potentially having different values. Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy. Formal registration is optional.",1,1
8.1 Component (Table 20 - Row 32),"tags | Array | Optional | Textual strings that aid in discovery, search, and retrieval of the associated object. Tags often serve as a way to group or categorize similar or related objects by various attributes.",1,1
8.1 Component (Table 20 - Row 33),signature | Array | Optional | Enveloped signature in JSON Signature Format (JSF).,1,1
8.1.1 Component Type,Specifies the type of component.,0,0
8.1.1 Component Type,"For software components, classify as application if no more specific appropriate classification is available or cannot be determined for the component.",1,1
8.1.1 Component Type,(Example bullet) library,0,0
8.1.1 Component Type (Table 21 - Row 1),application | A software application. Refer to https://en.wikipedia.org/wiki/Application_software for information about applications.,0,0
8.1.1 Component Type (Table 21 - Row 2),framework | A software framework. Refer to https://en.wikipedia.org/wiki/Software_framework for information on how frameworks vary slightly from libraries.,0,0
8.1.1 Component Type (Table 21 - Row 3),library | A software library. Refer to https://en.wikipedia.org/wiki/Library_(computing) for information about libraries. All third-party and open source reusable components will likely be a library.,0,0
8.1.1 Component Type (Table 21 - Row 4),"library | If the library also has key features of a framework, then it should be classified as a framework.",1,1
8.1.1 Component Type (Table 21 - Row 5),"library | If not, or is unknown, then specifying library is recommended.",1,1
8.1.1 Component Type (Table 21 - Row 6),container | A packaging and/or runtime format...,0,0
8.1.1 Component Type (Table 21 - Row 7),platform | A runtime environment which interprets or executes software...,0,0
8.1.1 Component Type (Table 21 - Row 8),operating-system | A software operating system...,0,0
8.1.1 Component Type (Table 21 - Row 9),device | A hardware device such as a processor or chip-set. A hardware device containing firmware SHOULD include a component for the physical hardware itself and another component of type 'firmware' or 'operating-system'...,1,1
8.1.1 Component Type (Table 21 - Row 10),device-driver | A special type of software that operates or controls a particular type of device.,0,0
8.1.1 Component Type (Table 21 - Row 11),firmware | A special type of software that provides low-level control over a device's hardware.,0,0
8.1.1 Component Type (Table 21 - Row 12),file | A computer file.,0,0
8.1.1 Component Type (Table 21 - Row 13),machine-learning-model | A model based on training data...,0,0
8.1.1 Component Type (Table 21 - Row 14),data | A collection of discrete values that convey information.,0,0
8.1.1 Component Type (Table 21 - Row 15),"cryptographic-asset | A cryptographic asset including algorithms, protocols, certificates, keys, tokens, and secrets.",0,0
8.1.2 Mime-Type,The optional mime-type of the component.,0,0
8.1.2 Mime-Type,"When used on file components, the mime-type can provide additional context...",0,0
8.1.2 Mime-Type,Some library or framework components may also have an associated mime-type.,0,0
8.1.2 Mime-Type,(Example bullet) image/jpeg,0,0
8.1.3 BOM Reference,An optional identifier which can be used to reference the component elsewhere in the BOM.,0,0
8.1.3 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.3 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4 Component Supplier,The organization that supplied the component.,0,0
8.1.4 Component Supplier,"The supplier may often be the manufacturer, but may also be a distributor or repackager.",0,0
8.1.4 Component Supplier (Table 22 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4 Component Supplier (Table 22 - Row 2),name | String | Optional | The name of the organization,1,1
8.1.4 Component Supplier (Table 22 - Row 3),address | Object | Optional | The physical address (location) of the organization,1,1
8.1.4 Component Supplier (Table 22 - Row 4),url | Array | Optional | The URL of the organization. Multiple URLs are allowed.,1,1
8.1.4 Component Supplier (Table 22 - Row 5),contact | Array | Optional | A contact at the organization. Multiple contacts are allowed.,1,1
8.1.4.1 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
8.1.4.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.4.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4.2 Organization Name,The name of the organization,0,0
8.1.4.2 Organization Name,(Example bullet) Example Inc.,0,0
8.1.4.3 Organization Address,The physical address (location) of the organization,0,0
8.1.4.3 Organization Address (Table 23 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the address elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4.3 Organization Address (Table 23 - Row 2),country | String | Optional | The country name or the two-letter ISO 3166-1 country code.,1,1
8.1.4.3 Organization Address (Table 23 - Row 3),region | String | Optional | The region or state in the country.,1,1
8.1.4.3 Organization Address (Table 23 - Row 4),locality | String | Optional | The locality or city within the country.,1,1
8.1.4.3 Organization Address (Table 23 - Row 5),postOfficeBoxNumber | String | Optional | The post office box number.,1,1
8.1.4.3 Organization Address (Table 23 - Row 6),postalCode | String | Optional | The postal code.,1,1
8.1.4.3 Organization Address (Table 23 - Row 7),streetAddress | String | Optional | The street address.,1,1
8.1.4.3.1 BOM Reference,An optional identifier which can be used to reference the address elsewhere in the BOM.,0,0
8.1.4.3.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.4.3.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4.3.2 Country,The country name or the two-letter ISO 3166-1 country code.,0,0
8.1.4.3.3 Region,The region or state in the country.,0,0
8.1.4.3.3 Region,(Example bullet) Texas,0,0
8.1.4.3.4 Locality,The locality or city within the country.,0,0
8.1.4.3.4 Locality,(Example bullet) Austin,0,0
8.1.4.3.5 Post Office Box Number,The post office box number.,0,0
8.1.4.3.5 Post Office Box Number,(Example bullet) 901,0,0
8.1.4.3.6 Postal Code,The postal code.,0,0
8.1.4.3.6 Postal Code,(Example bullet) 78758,0,0
8.1.4.3.7 Street Address,The street address.,0,0
8.1.4.3.7 Street Address,(Example bullet) 100 Main Street,0,0
8.1.4.4 Organization URL(s),The URL of the organization.,0,0
8.1.4.4 Organization URL(s),Multiple URLs are allowed.,0,0
8.1.4.4 Organization URL(s),Each item of this array must be a string.,1,1
8.1.4.4 Organization URL(s),(Example bullet) https://example.com,0,0
8.1.4.5 Organizational Contact,A contact at the organization.,0,0
8.1.4.5 Organizational Contact,Multiple contacts are allowed.,0,0
8.1.4.5 Organizational Contact,Each item of this array must be an Organizational Contact object.,1,1
8.1.4.5.1 Organizational Contact (Table 24 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4.5.1 Organizational Contact (Table 24 - Row 2),name | String | Optional | The name of a contact,1,1
8.1.4.5.1 Organizational Contact (Table 24 - Row 3),email | String | Optional | The email address of the contact.,1,1
8.1.4.5.1 Organizational Contact (Table 24 - Row 4),phone | String | Optional | The phone number of the contact.,1,1
8.1.4.5.2 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
8.1.4.5.2 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.4.5.2 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.4.5.3 Name,The name of a contact,0,0
8.1.4.5.3 Name,(Example bullet) Contact name,0,0
8.1.4.5.4 Email Address,The email address of the contact.,0,0
8.1.4.5.4 Email Address,(Example bullet) firstname.lastname@example.com,0,0
8.1.4.5.5 Phone,The phone number of the contact.,0,0
8.1.4.5.5 Phone,(Example bullet) 800-555-1212,0,0
8.1.5 Component Manufacturer,The organization that created the component.,0,0
8.1.5 Component Manufacturer,Manufacturer is common in components created through automated processes.,0,0
8.1.5 Component Manufacturer,Components created through manual means may have @.authors instead.,1,1
8.1.5 Component Manufacturer (Table 25 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.5 Component Manufacturer (Table 25 - Row 2),name | String | Optional | The name of the organization,1,1
8.1.5 Component Manufacturer (Table 25 - Row 3),address | Object | Optional | The physical address (location) of the organization,1,1
8.1.5 Component Manufacturer (Table 25 - Row 4),url | Array | Optional | The URL of the organization. Multiple URLs are allowed.,1,1
8.1.5 Component Manufacturer (Table 25 - Row 5),contact | Array | Optional | A contact at the organization. Multiple contacts are allowed.,1,1
8.1.5.1 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
8.1.5.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.5.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.5.2 Organization Name,The name of the organization,0,0
8.1.5.2 Organization Name,(Example bullet) Example Inc.,0,0
8.1.5.3 Organization Address,The physical address (location) of the organization,0,0
8.1.5.3 Organization Address (Table 26 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the address elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.5.3 Organization Address (Table 26 - Row 2),country | String | Optional | The country name or the two-letter ISO 3166-1 country code.,1,1
8.1.5.3 Organization Address (Table 26 - Row 3),region | String | Optional | The region or state in the country.,1,1
8.1.5.3 Organization Address (Table 26 - Row 4),locality | String | Optional | The locality or city within the country.,1,1
8.1.5.3 Organization Address (Table 26 - Row 5),postOfficeBoxNumber | String | Optional | The post office box number.,1,1
8.1.5.3 Organization Address (Table 26 - Row 6),postalCode | String | Optional | The postal code.,1,1
8.1.5.3 Organization Address (Table 26 - Row 7),streetAddress | String | Optional | The street address.,1,1
8.1.5.3.1 BOM Reference,An optional identifier which can be used to reference the address elsewhere in the BOM.,0,0
8.1.5.3.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.5.3.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.5.3.2 Country,The country name or the two-letter ISO 3166-1 country code.,0,0
8.1.5.3.3 Region,The region or state in the country.,0,0
8.1.5.3.3 Region,(Example bullet) Texas,0,0
8.1.5.3.4 Locality,The locality or city within the country.,0,0
8.1.5.3.4 Locality,(Example bullet) Austin,0,0
8.1.5.3.5 Post Office Box Number,The post office box number.,0,0
8.1.5.3.5 Post Office Box Number,(Example bullet) 901,0,0
8.1.5.3.6 Postal Code,The postal code.,0,0
8.1.5.3.6 Postal Code,(Example bullet) 78758,0,0
8.1.5.3.7 Street Address,The street address.,0,0
8.1.5.3.7 Street Address,(Example bullet) 100 Main Street,0,0
8.1.5.4 Organization URL(s),The URL of the organization.,0,0
8.1.5.4 Organization URL(s),Multiple URLs are allowed.,0,0
8.1.5.4 Organization URL(s),Each item of this array must be a string.,1,1
8.1.5.4 Organization URL(s),(Example bullet) https://example.com,0,0
8.1.5.5 Organizational Contact,A contact at the organization.,0,0
8.1.5.5 Organizational Contact,Multiple contacts are allowed.,0,0
8.1.5.5 Organizational Contact,Each item of this array must be an Organizational Contact object.,1,1
8.1.5.5.1 Organizational Contact (Table 27 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.5.5.1 Organizational Contact (Table 27 - Row 2),name | String | Optional | The name of a contact,1,1
8.1.5.5.1 Organizational Contact (Table 27 - Row 3),email | String | Optional | The email address of the contact.,1,1
8.1.5.5.1 Organizational Contact (Table 27 - Row 4),phone | String | Optional | The phone number of the contact.,1,1
8.1.5.5.2 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
8.1.5.5.2 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.5.5.2 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.5.5.3 Name,The name of a contact,0,0
8.1.5.5.3 Name,(Example bullet) Contact name,0,0
8.1.5.5.4 Email Address,The email address of the contact.,0,0
8.1.5.5.4 Email Address,(Example bullet) firstname.lastname@example.com,0,0
8.1.5.5.5 Phone,The phone number of the contact.,0,0
8.1.5.5.5 Phone,(Example bullet) 800-555-1212,0,0
8.1.6 Component Authors,The person(s) who created the component.,0,0
8.1.6 Component Authors,Authors are common in components created through manual processes.,0,0
8.1.6 Component Authors,Components created through automated means may have @.manufacturer instead.,1,1
8.1.6 Component Authors,Each item of this array must be an Organizational Contact object.,1,1
8.1.6.1 Organizational Contact (Table 28 - Row 1),bom-ref | String | Optional | An optional identifier which can be used to reference the object elsewhere in the BOM. Every bom-ref must be unique within the BOM. Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.6.1 Organizational Contact (Table 28 - Row 2),name | String | Optional | The name of a contact,1,1
8.1.6.1 Organizational Contact (Table 28 - Row 3),email | String | Optional | The email address of the contact.,1,1
8.1.6.1 Organizational Contact (Table 28 - Row 4),phone | String | Optional | The phone number of the contact.,1,1
8.1.6.1.1 BOM Reference,An optional identifier which can be used to reference the object elsewhere in the BOM.,0,0
8.1.6.1.1 BOM Reference,Every bom-ref must be unique within the BOM.,1,1
8.1.6.1.1 BOM Reference,Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,1,1
8.1.6.1.2 Name,The name of a contact,0,0
8.1.6.1.2 Name,(Example bullet) Contact name,0,0
8.1.6.1.3 Email Address,The email address of the contact.,0,0
8.1.6.1.3 Email Address,(Example bullet) firstname.lastname@example.com,0,0
8.1.6.1.4 Phone,The phone number of the contact.,0,0
8.1.6.1.4 Phone,(Example bullet) 800-555-1212,0,0
8.1.7 Component Author (legacy),[Deprecated] This will be removed in a future version.,1,1
8.1.7 Component Author (legacy),Use @.authors or @.manufacturer instead.,0,0
8.1.7 Component Author (legacy),The person(s) or organization(s) that authored the component,0,0
8.1.7 Component Author (legacy),(Example bullet) Acme Inc,0,0
8.1.8 Component Publisher,The person(s) or organization(s) that published the component,0,0
8.1.8 Component Publisher,(Example bullet) Acme Inc,0,0
8.1.9 Component Group,The grouping name or identifier.,0,0
8.1.9 Component Group,"This will often be a shortened, single name of the company or project that produced the component, or the source package or domain name.",1,0
8.1.9 Component Group,Whitespace and special characters should be avoided.,1,1
8.1.9 Component Group,"Examples include: apache, org.apache.commons, and apache.org.",0,0
8.1.9 Component Group,(Example bullet) com.acme,0,0
8.1.10 Component Name,The name of the component.,0,0
8.1.10 Component Name,"This will often be a shortened, single name of the component.",0,0
8.1.10 Component Name,Examples: commons-lang3 and jquery,0,0
8.1.10 Component Name,(Example bullet) tomcat-catalina,0,0
8.1.11 Component Version,The component version.,0,0
8.1.11 Component Version,The version should ideally comply with semantic versioning but is not enforced.,1,1
8.1.11 Component Version,(Example bullet) 9.0.14,0,0
8.1.11 Component Version,(Example bullet) v1.33.7,0,0
8.1.11 Component Version,(Example bullet) 7.0.0-M1,0,0
8.1.11 Component Version,(Example bullet) 2.0pre1,0,0
8.1.11 Component Version,(Example bullet) 1.0.0-beta1,0,0
8.1.11 Component Version,(Example bullet) 0.8.15,0,0
8.1.12 Component Description,Specifies a description for the component,0,0
8.1.13 Component Scope,Specifies the scope of the component.,0,0
8.1.13 Component Scope,"If scope is not specified, 'required' scope SHOULD be assumed by the consumer of the BOM.",1,1
8.1.13 Component Scope (Table 29 - Row 1),required | The component is required for runtime,1,0
